season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered
0,0,0,0.217391,0,0.5,1,0,0.204082,0.2273,0.47,0.193018,0,0.003386
0,0,0,0.26087,0,0.5,1,0,0.183673,0.197,0.47,0.263195,0,0.037246
0,0,0,0.304348,0,0.5,1,0,0.163265,0.1818,0.43,0.228047,0.002725,0.098194
0,0,0,0.347826,0,0.5,1,0,0.183673,0.1818,0.4,0.350888,0.008174,0.216704
0,0,0,0.391304,0,0.5,1,0,0.204082,0.197,0.37,0.386035,0.016349,0.123025
0,0,0,0.434783,0,0.5,1,0,0.204082,0.197,0.37,0.386035,0.010899,0.059819
0,0,0,0.478261,0,0.5,1,0,0.244898,0.2273,0.33,0.386035,0.032698,0.038375
0,0,0,0.521739,0,0.5,1,0,0.244898,0.2273,0.33,0.386035,0.013624,0.083521
0,0,0,0.565217,0,0.5,1,0,0.265306,0.2576,0.3,0.350888,0.016349,0.073363
0,0,0,0.608696,0,0.5,1,0,0.285714,0.2879,0.28,0.228047,0.027248,0.058691
0,0,0,0.652174,0,0.5,1,0,0.285714,0.2879,0.28,0.228047,0.019074,0.062077
0,0,0,0.695652,0,0.5,1,0,0.285714,0.3182,0.28,0.105325,0.010899,0.095937
0,0,0,0.73913,0,0.5,1,0,0.22449,0.2273,0.38,0.228047,0.010899,0.209932
0,0,0,0.782609,0,0.5,1,0,0.22449,0.2424,0.38,0.15787,0.008174,0.187359
0,0,0,0.826087,0,0.5,1,0,0.22449,0.2576,0.38,0.12284,0.013624,0.143341
0,0,0,0.869565,0,0.5,1,0,0.204082,0.2273,0.47,0.193018,0.019074,0.092551
0,0,0,0.913043,0,0.5,1,0,0.183673,0.197,0.51,0.228047,0.008174,0.045147
0,0,0,0.956522,0,0.5,1,0,0.163265,0.197,0.55,0.15787,0.002725,0.046275
0,0,0,1,0,0.5,1,0,0.183673,0.2576,0.47,0,0.002725,0.020316
0,0,0,0,0,0.666667,1,0,0.163265,0.2424,0.55,0,0,0.012415
0,0,0,0.043478,0,0.666667,1,0,0.142857,0.2273,0.64,0,0,0.004515
0,0,0,0.086957,0,0.666667,1,0,0.142857,0.2273,0.64,0,0,0.002257
0,0,0,0.173913,0,0.666667,1,0.333333,0.142857,0.197,0.64,0.105325,0,0.001129
0,0,0,0.217391,0,0.666667,1,0.333333,0.122449,0.1818,0.69,0.105325,0,0.004515
0,0,0,0.26087,0,0.666667,1,0.333333,0.122449,0.1667,0.63,0.12284,0,0.040632
0,0,0,0.304348,0,0.666667,1,0.333333,0.142857,0.2273,0.59,0,0,0.107223
0,0,0,0.347826,0,0.666667,1,0,0.142857,0.2273,0.59,0,0.008174,0.243792
0,0,0,0.391304,0,0.666667,1,0.333333,0.163265,0.2424,0.51,0,0.016349,0.130926
0,0,0,0.434783,0,0.666667,1,0,0.183673,0.2576,0.47,0,0.008174,0.047404
0,0,0,0.478261,0,0.666667,1,0,0.204082,0.2576,0.44,0.105325,0.00545,0.064334
0,0,0,0.521739,0,0.666667,1,0,0.244898,0.2879,0.35,0,0.016349,0.088036
0,0,0,0.565217,0,0.666667,1,0,0.244898,0.2727,0.35,0.12284,0.032698,0.062077
0,0,0,0.608696,0,0.666667,1,0,0.265306,0.2727,0.36,0.193018,0.029973,0.066591
0,0,0,0.652174,0,0.666667,1,0,0.265306,0.2727,0.36,0,0.021798,0.060948
0,0,0,0.695652,0,0.666667,1,0,0.244898,0.2576,0.38,0.193018,0.032698,0.083521
0,0,0,0.73913,0,0.666667,1,0,0.204082,0.2273,0.51,0.193018,0.024523,0.183973
0,0,0,0.782609,0,0.666667,1,0,0.204082,0.2273,0.51,0.15787,0.013624,0.17833
0,0,0,0.826087,0,0.666667,1,0,0.204082,0.2576,0.55,0.105325,0.008174,0.123025
0,0,0,0.869565,0,0.666667,1,0,0.183673,0.2121,0.51,0.193018,0.008174,0.074492
0,0,0,0.913043,0,0.666667,1,0.333333,0.204082,0.2121,0.55,0.263195,0,0.054176
0,0,0,0.956522,0,0.666667,1,0.333333,0.204082,0.2121,0.51,0.333373,0.002725,0.057562
0,0,0,1,0,0.666667,1,0.333333,0.183673,0.197,0.59,0.228047,0.010899,0.021445
0,0,0,0,0,0.833333,1,0.333333,0.183673,0.197,0.64,0.228047,0.010899,0.014673
0,0,0,0.043478,0,0.833333,1,0.333333,0.183673,0.197,0.69,0.263195,0.00545,0.005643
0,0,0,0.086957,0,0.833333,1,0.333333,0.183673,0.197,0.69,0.263195,0,0.001129
0,0,0,0.173913,0,0.833333,1,0.333333,0.183673,0.2121,0.69,0.15787,0,0.001129
0,0,0,0.217391,0,0.833333,1,0.666667,0.204082,0.2727,0.55,0,0,0.005643
0,0,0,0.26087,0,0.833333,1,0.333333,0.183673,0.2576,0.69,0,0.021798,0.029345
0,0,0,0.304348,0,0.833333,1,0,0.183673,0.2121,0.69,0.15787,0.021798,0.085779
0,0,0,0.347826,0,0.833333,1,0,0.183673,0.197,0.51,0.298225,0.054496,0.214447
0,0,0,0.391304,0,0.833333,1,0,0.183673,0.1818,0.47,0.350888,0.024523,0.141084
0,0,0,0.434783,0,0.833333,1,0,0.204082,0.197,0.37,0.386035,0.043597,0.053047
0,0,0,0.478261,0,0.833333,1,0.333333,0.183673,0.197,0.4,0.263195,0.051771,0.054176
0,0,0,0.521739,0,0.833333,1,0.333333,0.183673,0.197,0.37,0.298225,0.024523,0.056433
0,0,0,0.565217,0,0.833333,1,0.333333,0.183673,0.1818,0.37,0.333373,0.024523,0.072235
0,0,0,0.608696,0,0.833333,1,0.333333,0.183673,0.197,0.4,0.298225,0.019074,0.048533
0,0,0,0.652174,0,0.833333,1,0.333333,0.183673,0.2121,0.37,0.193018,0.024523,0.071106
0,0,0,0.695652,0,0.833333,1,0.333333,0.183673,0.2121,0.37,0.193018,0.013624,0.092551
0,0,0,0.73913,0,0.833333,1,0.333333,0.183673,0.2576,0.37,0,0.024523,0.200903
0,0,0,0.782609,0,0.833333,1,0,0.183673,0.2273,0.4,0.105325,0.019074,0.130926
0,0,0,0.826087,0,0.833333,1,0,0.142857,0.197,0.55,0.105325,0.008174,0.103837
0,0,0,0.869565,0,0.833333,1,0,0.163265,0.2121,0.47,0.12284,0.002725,0.056433
0,0,0,0.913043,0,0.833333,1,0,0.163265,0.197,0.47,0.15787,0,0.044018
0,0,0,0.956522,0,0.833333,1,0.333333,0.163265,0.197,0.43,0.193018,0.00545,0.038375
0,0,0,1,0,0.833333,1,0.333333,0.163265,0.197,0.51,0.193018,0.002725,0.015801
0,0,0,0,0,1,0,0.333333,0.163265,0.197,0.51,0.193018,0.002725,0.027088
0,0,0,0.043478,0,1,0,0.333333,0.163265,0.2121,0.55,0.105325,0.002725,0.01693
0,0,0,0.086957,0,1,0,0.333333,0.163265,0.2424,0.55,0,0.008174,0.014673
0,0,0,0.130435,0,1,0,0.666667,0.163265,0.197,0.55,0.193018,0,0.007901
0,0,0,0.173913,0,1,0,0.666667,0.163265,0.197,0.55,0.193018,0,0.001129
0,0,0,0.217391,0,1,0,0.333333,0.142857,0.1667,0.74,0.193018,0,0.005643
0,0,0,0.26087,0,1,0,0.333333,0.142857,0.1667,0.74,0.193018,0,0.002257
0,0,0,0.304348,0,1,0,0.333333,0.142857,0.1818,0.74,0.12284,0.002725,0.009029
0,0,0,0.347826,0,1,0,0.666667,0.142857,0.1818,0.93,0.12284,0,0.01693
0,0,0,0.391304,0,1,0,0.666667,0.142857,0.1818,0.93,0.12284,0,0.022573
0,0,0,0.434783,0,1,0,0.333333,0.163265,0.197,0.8,0.193018,0.013624,0.063205
0,0,0,0.478261,0,1,0,0.333333,0.183673,0.1818,0.69,0.456213,0.00545,0.06772
0,0,0,0.521739,0,1,0,0.333333,0.183673,0.1818,0.59,0.421065,0.021798,0.10158
0,0,0,0.565217,0,1,0,0,0.183673,0.1818,0.44,0.386035,0.019074,0.107223
0,0,0,0.608696,0,1,0,0,0.183673,0.1667,0.32,0.578935,0.032698,0.093679
0,0,0,0.652174,0,1,0,0,0.183673,0.1667,0.32,0.52639,0.013624,0.077878
0,0,0,0.695652,0,1,0,0,0.163265,0.1364,0.29,0.52639,0.021798,0.076749
0,0,0,0.73913,0,1,0,0,0.142857,0.1212,0.37,0.649112,0.013624,0.072235
0,0,0,0.782609,0,1,0,0,0.122449,0.1212,0.39,0.350888,0.008174,0.058691
0,0,0,0.826087,0,1,0,0,0.122449,0.1212,0.36,0.298225,0.010899,0.029345
0,0,0,0.869565,0,1,0,0,0.102041,0.1212,0.36,0.298225,0,0.031603
0,0,0,0.913043,0,1,0,0,0.102041,0.1061,0.39,0.421065,0.00545,0.039503
0,0,0,0.956522,0,1,0,0,0.102041,0.1061,0.36,0.456213,0.002725,0.037246
0,0,0,1,0,1,0,0,0.081633,0.0606,0.39,0.52639,0,0.024831
0,0,0,0,0,0,0,0,0.081633,0.0758,0.42,0.456213,0.002725,0.027088
0,0,0,0.043478,0,0,0,0,0.081633,0.0606,0.42,0.543905,0,0.013544
0,0,0,0.086957,0,0,0,0,0.081633,0.0606,0.46,0.543905,0,0.012415
0,0,0,0.130435,0,0,0,0,0.081633,0.0758,0.46,0.491243,0,0.004515
0,0,0,0.173913,0,0,0,0,0.061224,0.0909,0.53,0.228047,0,0.001129
0,0,0,0.217391,0,0,0,0,0.061224,0.0909,0.53,0.228047,0,0.001129
0,0,0,0.26087,0,0,0,0,0.081633,0.0909,0.49,0.333373,0,0.001129
0,0,0,0.304348,0,0,0,0,0.061224,0.0909,0.53,0.228047,0.002725,0.005643
0,0,0,0.347826,0,0,0,0,0.081633,0.0909,0.49,0.333373,0,0.011287
0,0,0,0.391304,0,0,0,0,0.102041,0.0758,0.46,0.614083,0,0.021445
0,0,0,0.434783,0,0,0,0,0.122449,0.1061,0.43,0.456213,0,0.055305
0,0,0,0.478261,0,0,0,0,0.142857,0.1212,0.4,0.614083,0.00545,0.053047
0,0,0,0.521739,0,0,0,0,0.163265,0.1364,0.37,0.52639,0.010899,0.089165
0,0,0,0.565217,0,0,0,0,0.183673,0.1667,0.34,0.52639,0.016349,0.077878
0,0,0,0.608696,0,0,0,0,0.204082,0.1818,0.32,0.543905,0.021798,0.072235
0,0,0,0.652174,0,0,0,0,0.204082,0.197,0.35,0.421065,0.013624,0.086907
0,0,0,0.695652,0,0,0,0,0.183673,0.1667,0.34,0.52639,0.035422,0.089165
0,0,0,0.73913,0,0,0,0,0.163265,0.1515,0.37,0.456213,0.008174,0.066591
0,0,0,0.782609,0,0,0,0,0.142857,0.1364,0.4,0.386035,0.010899,0.049661
0,0,0,0.826087,0,0,0,0,0.142857,0.1364,0.43,0.386035,0.002725,0.045147
0,0,0,0.869565,0,0,0,0,0.122449,0.1212,0.46,0.298225,0,0.042889
0,0,0,0.913043,0,0,0,0,0.122449,0.1061,0.46,0.491243,0.002725,0.021445
0,0,0,0.956522,0,0,0,0,0.122449,0.1212,0.46,0.350888,0.013624,0.011287
0,0,0,1,0,0,0,0,0.102041,0.1364,0.5,0.228047,0,0.006772
0,0,0,0,0,0.166667,1,0,0.102041,0.1212,0.5,0.333373,0.00545,0.003386
0,0,0,0.043478,0,0.166667,1,0,0.102041,0.1212,0.5,0.333373,0.002725,0
0,0,0,0.086957,0,0.166667,1,0,0.102041,0.1212,0.5,0.263195,0,0.003386
0,0,0,0.130435,0,0.166667,1,0,0.102041,0.1212,0.5,0.263195,0,0.001129
0,0,0,0.173913,0,0.166667,1,0,0.081633,0.1212,0.54,0.15787,0.002725,0.002257
0,0,0,0.217391,0,0.166667,1,0,0.081633,0.1061,0.54,0.298225,0,0.003386
0,0,0,0.26087,0,0.166667,1,0,0.102041,0.1212,0.5,0.333373,0,0.034989
0,0,0,0.304348,0,0.166667,1,0,0.102041,0.1212,0.5,0.263195,0.00545,0.08465
0,0,0,0.347826,0,0.166667,1,0.333333,0.102041,0.1212,0.5,0.333373,0.010899,0.207675
0,0,0,0.391304,0,0.166667,1,0.333333,0.122449,0.1212,0.5,0.298225,0.00545,0.103837
0,0,0,0.434783,0,0.166667,1,0.333333,0.122449,0.1212,0.5,0.350888,0,0.034989
0,0,0,0.478261,0,0.166667,1,0.333333,0.142857,0.1364,0.47,0.333373,0.00545,0.031603
0,0,0,0.521739,0,0.166667,1,0.333333,0.183673,0.1818,0.4,0.333373,0.013624,0.053047
0,0,0,0.565217,0,0.166667,1,0.333333,0.183673,0.1818,0.4,0.333373,0.010899,0.056433
0,0,0,0.608696,0,0.166667,1,0.333333,0.183673,0.197,0.4,0.263195,0,0.053047
0,0,0,0.652174,0,0.166667,1,0.333333,0.183673,0.197,0.4,0.263195,0.00545,0.048533
0,0,0,0.695652,0,0.166667,1,0,0.183673,0.2121,0.4,0.15787,0.010899,0.079007
0,0,0,0.73913,0,0.166667,1,0,0.183673,0.2273,0.4,0.12284,0.010899,0.196388
0,0,0,0.782609,0,0.166667,1,0,0.183673,0.197,0.4,0.263195,0.002725,0.173815
0,0,0,0.826087,0,0.166667,1,0,0.142857,0.1667,0.47,0.193018,0.008174,0.103837
0,0,0,0.869565,0,0.166667,1,0,0.142857,0.1667,0.5,0.193018,0.002725,0.082393
0,0,0,0.913043,0,0.166667,1,0,0.122449,0.1364,0.59,0.228047,0.002725,0.041761
0,0,0,0.956522,0,0.166667,1,0,0.122449,0.1515,0.59,0.193018,0.00545,0.024831
0,0,0,1,0,0.166667,1,0,0.122449,0.1515,0.59,0.193018,0,0.020316
0,0,0,0,0,0.333333,1,0,0.122449,0.1667,0.59,0.12284,0.00545,0.011287
0,0,0,0.043478,0,0.333333,1,0,0.122449,0.1515,0.59,0.193018,0,0.003386
0,0,0,0.086957,0,0.333333,1,0.333333,0.142857,0.1515,0.55,0.228047,0,0.003386
0,0,0,0.217391,0,0.333333,1,0.333333,0.142857,0.1818,0.55,0.15787,0,0.006772
0,0,0,0.26087,0,0.333333,1,0.333333,0.142857,0.1818,0.55,0.15787,0,0.030474
0,0,0,0.304348,0,0.333333,1,0.333333,0.142857,0.2273,0.55,0,0.00545,0.109481
0,0,0,0.347826,0,0.333333,1,0.333333,0.163265,0.2121,0.51,0.105325,0.008174,0.241535
0,0,0,0.391304,0,0.333333,1,0.333333,0.163265,0.197,0.51,0.193018,0.008174,0.143341
0,0,0,0.434783,0,0.333333,1,0.333333,0.183673,0.2121,0.51,0.193018,0.008174,0.057562
0,0,0,0.478261,0,0.333333,1,0.333333,0.183673,0.2121,0.47,0.15787,0.010899,0.034989
0,0,0,0.521739,0,0.333333,1,0.333333,0.183673,0.2273,0.51,0.12284,0.00545,0.062077
0,0,0,0.565217,0,0.333333,1,0.333333,0.183673,0.2273,0.59,0.105325,0.016349,0.051919
0,0,0,0.608696,0,0.333333,1,0.333333,0.183673,0.2273,0.59,0.105325,0.008174,0.06772
0,0,0,0.652174,0,0.333333,1,0.333333,0.142857,0.197,0.8,0.105325,0.00545,0.05079
0,0,0,0.695652,0,0.333333,1,0.333333,0.142857,0.1515,0.86,0.263195,0.010899,0.081264
0,0,0,0.73913,0,0.333333,1,0.333333,0.142857,0.1515,0.86,0.263195,0.016349,0.146727
0,0,0,0.782609,0,0.333333,1,0.666667,0.142857,0.1818,0.93,0.12284,0.002725,0.106095
0,0,0,0.826087,0,0.333333,1,0.666667,0.142857,0.2273,0.93,0,0,0.057562
0,0,0,0.869565,0,0.333333,1,0.666667,0.142857,0.1515,0.93,0.228047,0,0.036117
0,0,0,0.913043,0,0.333333,1,0.666667,0.142857,0.197,0.86,0.105325,0,0.022573
0,0,0,0.956522,0,0.333333,1,0.666667,0.142857,0.1818,0.93,0.12284,0.002725,0.031603
0,0,0,1,0,0.333333,1,0.666667,0.142857,0.197,0.93,0.105325,0.002725,0.020316
0,0,0,0,0,0.5,1,0.333333,0.142857,0.197,0.86,0.105325,0,0.007901
0,0,0,0.043478,0,0.5,1,0.333333,0.142857,0.1818,0.86,0.12284,0,0.006772
0,0,0,0.086957,0,0.5,1,0,0.122449,0.1515,0.86,0.15787,0,0.001129
0,0,0,0.217391,0,0.5,1,0,0.122449,0.1515,0.86,0.193018,0,0.005643
0,0,0,0.26087,0,0.5,1,0,0.102041,0.1515,0.93,0.15787,0,0.018059
0,0,0,0.304348,0,0.5,1,0,0.122449,0.1515,0.69,0.15787,0,0.060948
0,0,0,0.347826,0,0.5,1,0,0.142857,0.1667,0.59,0.193018,0.008174,0.141084
0,0,0,0.391304,0,0.5,1,0,0.142857,0.1364,0.59,0.386035,0.008174,0.088036
0,0,0,0.434783,0,0.5,1,0,0.163265,0.1818,0.55,0.263195,0,0.044018
0,0,0,0.478261,0,0.5,1,0,0.183673,0.1818,0.51,0.456213,0.008174,0.036117
0,0,0,0.521739,0,0.5,1,0,0.183673,0.1515,0.47,0.68426,0.008174,0.058691
0,0,0,0.565217,0,0.5,1,0,0.204082,0.197,0.44,0.421065,0,0.055305
0,0,0,0.608696,0,0.5,1,0,0.183673,0.1818,0.47,0.386035,0,0.049661
0,0,0,0.652174,0,0.5,1,0,0.183673,0.1667,0.47,0.491243,0.002725,0.054176
0,0,0,0.695652,0,0.5,1,0,0.204082,0.197,0.44,0.386035,0.013624,0.071106
0,0,0,0.73913,0,0.5,1,0,0.183673,0.1818,0.47,0.421065,0,0.156885
0,0,0,0.782609,0,0.5,1,0,0.183673,0.1515,0.47,0.614083,0.00545,0.15237
0,0,0,0.826087,0,0.5,1,0,0.163265,0.1515,0.47,0.491243,0.002725,0.092551
0,0,0,0.869565,0,0.5,1,0,0.142857,0.1364,0.5,0.386035,0.00545,0.060948
0,0,0,0.913043,0,0.5,1,0,0.142857,0.1364,0.55,0.386035,0,0.064334
0,0,0,0.956522,0,0.5,1,0,0.142857,0.1212,0.55,0.52639,0.002725,0.036117
0,0,0,1,0,0.5,1,0,0.122449,0.1061,0.59,0.491243,0.002725,0.021445
0,0,0,0,0,0.666667,1,0,0.122449,0.1212,0.59,0.333373,0.002725,0.006772
0,0,0,0.043478,0,0.666667,1,0,0.122449,0.1212,0.5,0.333373,0,0.002257
0,0,0,0.086957,0,0.666667,1,0,0.122449,0.1212,0.5,0.421065,0,0.002257
0,0,0,0.130435,0,0.666667,1,0,0.122449,0.1212,0.5,0.386035,0,0.003386
0,0,0,0.173913,0,0.666667,1,0,0.122449,0.1212,0.5,0.298225,0,0.004515
